propriétaire,registration,icao24,departure_date_only_utc,departure_date_utc,arrival_date_utc,flight_duration_min,flight_duration_str,airport_departure,airport_arrival,airport_dep_icao,airport_arr_icao,latitude_dep,longitude_dep,latitude_arr,longitude_arr,co2_emission_tonnes,path_csv,routes
Escadron de transport 60,F-RAFQ,3b77e4,2022-08-08,2022-08-08 11:42:18.280000+00:00,2022-08-08 13:16:21.410000+00:00,94.05,1h34min,Villacoublay-Velizy (BA 107) Air Base,Metz-Nancy-Lorraine Airport,LFPV,LFJL,48.774307,2.198111,48.942764,6.210374,4.1,output/F-RAFQ/2022-08-08/leg_1/F-RAFQ_baro_2022-08-08_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Metz-Nancy-Lorraine Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-08-06,2022-08-06 00:07:48.110000+00:00,2022-08-06 03:38:26.820000+00:00,210.63,3h31min,A/C in cruise,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,23.435726,5.605946,48.774399,2.203674,11.0,output/F-RAFD/2022-08-06/leg_1/F-RAFD_baro_2022-08-06_leg_1.csv,A/C in cruise - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFD,3b76a4,2022-08-05,2022-08-05 22:42:57.820000+00:00,2022-08-05 23:33:25.170000+00:00,50.45,50min,Diori Hamani International Airport,A/C in cruise,DRRN,A/C in cruise,13.482422,2.186895,19.136982,4.167938,2.6,output/F-RAFD/2022-08-05/leg_2/F-RAFD_baro_2022-08-05_leg_2.csv,Diori Hamani International Airport - A/C in cruise
Escadron de transport 60,F-RAFD,3b76a4,2022-08-05,2022-08-05 16:39:57.960000+00:00,2022-08-05 21:36:04.740000+00:00,296.1,4h56min,Villacoublay-Velizy (BA 107) Air Base,Diori Hamani International Airport,LFPV,DRRN,48.774353,2.200857,13.481735,2.171883,15.4,output/F-RAFD/2022-08-05/leg_1/F-RAFD_baro_2022-08-05_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Diori Hamani International Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-08-05,2022-08-05 12:22:12.270000+00:00,2022-08-05 12:25:02.500000+00:00,2.83,3min,Le Castellet Airport,Le Castellet Airport,LFMQ,LFMQ,43.41254,5.526618,43.319281,5.697187,0.0,output/F-ZBFS/2022-08-05/leg_1/F-ZBFS_baro_2022-08-05_leg_1.csv,Le Castellet Airport - Le Castellet Airport
Escadron de transport 60,F-RAFA,3b770d,2022-08-04,2022-08-04 15:26:30.390000+00:00,2022-08-04 16:25:06.350000+00:00,58.58,59min,Pau Pyrenees Airport,Villacoublay-Velizy (BA 107) Air Base,LFBP,LFPV,43.912726,-0.528455,48.774502,2.20883,3.0,output/F-RAFA/2022-08-04/leg_4/F-RAFA_baro_2022-08-04_leg_4.csv,Pau Pyrenees Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-08-04,2022-08-04 14:11:49.050000+00:00,2022-08-04 14:51:23.540000+00:00,39.57,40min,Orange-Caritat (BA 115) Air Base,Pau Pyrenees Airport,LFMO,LFBP,44.162525,4.847129,43.916016,-0.378645,2.1,output/F-RAFA/2022-08-04/leg_3/F-RAFA_baro_2022-08-04_leg_3.csv,Orange-Caritat (BA 115) Air Base - Pau Pyrenees Airport
Escadron de transport 60,F-RAFA,3b770d,2022-08-04,2022-08-04 12:37:32.800000+00:00,2022-08-04 13:19:40.330000+00:00,42.12,42min,Pau Pyrenees Airport,Orange-Caritat (BA 115) Air Base,LFBP,LFMO,43.91091,-0.527082,44.166901,4.801614,2.2,output/F-RAFA/2022-08-04/leg_2/F-RAFA_baro_2022-08-04_leg_2.csv,Pau Pyrenees Airport - Orange-Caritat (BA 115) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-08-04,2022-08-04 10:49:58.100000+00:00,2022-08-04 11:59:01.040000+00:00,69.03,1h09min,Villacoublay-Velizy (BA 107) Air Base,Pau Pyrenees Airport,LFPV,LFBP,48.77417,2.192547,43.915146,-0.404706,3.6,output/F-RAFA/2022-08-04/leg_1/F-RAFA_baro_2022-08-04_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Pau Pyrenees Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-08-03,2022-08-03 10:46:06.990000+00:00,2022-08-03 12:35:20.940000+00:00,109.22,1h49min,Stornoway Airport,Villacoublay-Velizy (BA 107) Air Base,EGPO,LFPV,58.205429,-6.217642,48.774307,2.197829,5.7,output/F-RAFC/2022-08-03/leg_2/F-RAFC_baro_2022-08-03_leg_2.csv,Stornoway Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-08-03,2022-08-03 07:42:48.320000+00:00,2022-08-03 10:32:22.900000+00:00,169.57,2h50min,Villacoublay-Velizy (BA 107) Air Base,Stornoway Airport,LFPV,EGPO,48.774223,2.194591,58.281372,-6.102551,8.8,output/F-RAFC/2022-08-03/leg_1/F-RAFC_baro_2022-08-03_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Stornoway Airport
Escadron de transport 60,F-RAFQ,3b77e4,2022-08-02,2022-08-02 13:17:06.570000+00:00,2022-08-02 16:56:05.950000+00:00,218.98,3h39min,Keflavik International Airport,Villacoublay-Velizy (BA 107) Air Base,BIKF,LFPV,63.982047,-22.605469,48.774316,2.20088,9.5,output/F-RAFQ/2022-08-02/leg_2/F-RAFQ_baro_2022-08-02_leg_2.csv,Keflavik International Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-08-02,2022-08-02 10:53:22.790000+00:00,2022-08-02 11:50:56.750000+00:00,57.55,58min,Marseille Provence Airport,Villacoublay-Velizy (BA 107) Air Base,LFML,LFPV,43.544358,4.901537,48.774549,2.210131,3.0,output/F-RAFC/2022-08-02/leg_2/F-RAFC_baro_2022-08-02_leg_2.csv,Marseille Provence Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-08-02,2022-08-02 09:12:27.740000+00:00,2022-08-02 10:09:13.420000+00:00,56.75,57min,Villacoublay-Velizy (BA 107) Air Base,Marseille Provence Airport,LFPV,LFML,48.774549,2.210203,43.488449,4.838693,3.0,output/F-RAFC/2022-08-02/leg_1/F-RAFC_baro_2022-08-02_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Marseille Provence Airport
Escadron de transport 60,F-RAFQ,3b77e4,2022-08-02,2022-08-02 07:05:59.960000+00:00,2022-08-02 12:20:54.320000+00:00,314.9,5h15min,Villacoublay-Velizy (BA 107) Air Base,Keflavik International Airport,LFPV,BIKF,48.774409,2.203843,63.961807,-22.605532,13.6,output/F-RAFQ/2022-08-02/leg_1/F-RAFQ_baro_2022-08-02_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Keflavik International Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-08-01,2022-08-01 17:21:08.880000+00:00,2022-08-01 18:55:19.890000+00:00,94.18,1h34min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.566402,-1.144449,44.813904,-0.671122,0.0,output/F-ZBFS/2022-08-01/leg_2/F-ZBFS_baro_2022-08-01_leg_2.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-08-01,2022-08-01 16:30:23.620000+00:00,2022-08-01 17:00:31.400000+00:00,30.12,30min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.777186,-0.739832,44.547611,-1.168381,0.0,output/F-ZBFS/2022-08-01/leg_1/F-ZBFS_baro_2022-08-01_leg_1.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFA,3b770d,2022-08-01,2022-08-01 07:40:49.630000+00:00,2022-08-01 08:47:05.970000+00:00,66.27,1h06min,Toulon-Hyères Airport,Villacoublay-Velizy (BA 107) Air Base,LFTH,LFPV,43.11631,6.179417,48.774536,2.209379,3.4,output/F-RAFA/2022-08-01/leg_2/F-RAFA_baro_2022-08-01_leg_2.csv,Toulon-Hyères Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-08-01,2022-08-01 06:15:28.510000+00:00,2022-08-01 07:53:59.150000+00:00,98.5,1h38min,Villacoublay-Velizy (BA 107) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFPV,LFPV,48.774445,2.206703,48.774399,2.203111,4.3,output/F-RAFP/2022-08-01/leg_1/F-RAFP_baro_2022-08-01_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-08-01,2022-08-01 05:56:44.500000+00:00,2022-08-01 06:59:41.970000+00:00,62.95,1h03min,Villacoublay-Velizy (BA 107) Air Base,Toulon-Hyères Airport,LFPV,LFTH,48.774353,2.199801,43.065336,6.090873,3.3,output/F-RAFA/2022-08-01/leg_1/F-RAFA_baro_2022-08-01_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Toulon-Hyères Airport
Escadron de transport 60,F-RAFA,3b770d,2022-07-29,2022-07-29 10:10:32.900000+00:00,2022-07-29 11:09:02.640000+00:00,58.48,58min,Bordeaux-Merignac Airport,Villacoublay-Velizy (BA 107) Air Base,LFBD,LFPV,44.832877,-0.709288,48.774455,2.207168,3.0,output/F-RAFA/2022-07-29/leg_2/F-RAFA_baro_2022-07-29_leg_2.csv,Bordeaux-Merignac Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-07-29,2022-07-29 08:58:26.800000+00:00,2022-07-29 09:49:50.110000+00:00,51.38,51min,Villacoublay-Velizy (BA 107) Air Base,Bordeaux-Merignac Airport,LFPV,LFBD,48.774307,2.19959,44.834564,-0.706853,2.7,output/F-RAFA/2022-07-29/leg_1/F-RAFA_baro_2022-07-29_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-29,2022-07-29 05:42:10.110000+00:00,2022-07-29 06:29:04.920000+00:00,46.9,47min,Paris-Orly Airport,Bordeaux-Merignac Airport,LFPO,LFBD,48.73027,2.346074,44.831388,-0.711432,2.4,output/F-RARF/2022-07-29/leg_1/F-RARF_baro_2022-07-29_leg_1.csv,Paris-Orly Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-28,2022-07-28 13:12:38.710000+00:00,2022-07-28 18:30:42.840000+00:00,318.07,5h18min,Osvaldo Vieira International Airport,Villacoublay-Velizy (BA 107) Air Base,GGOV,LFPV,12.162005,-15.56382,48.774316,2.199506,13.8,output/F-RAFP/2022-07-28/leg_1/F-RAFP_baro_2022-07-28_leg_1.csv,Osvaldo Vieira International Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-28,2022-07-28 13:03:03.700000+00:00,2022-07-28 17:52:13.820000+00:00,289.17,4h49min,Osvaldo Vieira International Airport,Villacoublay-Velizy (BA 107) Air Base,GGOV,LFPV,12.022627,-15.623281,48.77417,2.190505,15.0,output/F-RAFB/2022-07-28/leg_1/F-RAFB_baro_2022-07-28_leg_1.csv,Osvaldo Vieira International Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RARF,3b76ae,2022-07-28,2022-07-28 12:58:30.960000+00:00,2022-07-28 17:55:46.600000+00:00,297.25,4h57min,Osvaldo Vieira International Airport,Paris-Orly Airport,GGOV,LFPO,12.441272,-15.496023,48.722643,2.375938,15.5,output/F-RARF/2022-07-28/leg_2/F-RARF_baro_2022-07-28_leg_2.csv,Osvaldo Vieira International Airport - Paris-Orly Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-28,2022-07-28 10:20:15.720000+00:00,2022-07-28 16:41:32.400000+00:00,381.27,6h21min,Port Bouet Airport,Villacoublay-Velizy (BA 107) Air Base,DIAP,LFPV,5.269015,-3.922687,48.774455,2.20659,19.8,output/F-RAFD/2022-07-28/leg_2/F-RAFD_baro_2022-07-28_leg_2.csv,Port Bouet Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RARF,3b76ae,2022-07-28,2022-07-28 05:33:25.770000+00:00,2022-07-28 08:10:01.120000+00:00,156.58,2h37min,Cadjehoun Airport,Osvaldo Vieira International Airport,DBBB,GGOV,6.343506,2.300751,11.889439,-15.652428,8.1,output/F-RARF/2022-07-28/leg_1/F-RARF_baro_2022-07-28_leg_1.csv,Cadjehoun Airport - Osvaldo Vieira International Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-28,2022-07-28 01:40:04.950000+00:00,2022-07-28 07:49:34.300000+00:00,369.48,6h09min,Villacoublay-Velizy (BA 107) Air Base,Port Bouet Airport,LFPV,DIAP,48.774353,2.200576,5.262637,-3.925292,19.2,output/F-RAFD/2022-07-28/leg_1/F-RAFD_baro_2022-07-28_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Port Bouet Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-27,2022-07-27 20:10:16.240000+00:00,2022-07-27 22:37:04.850000+00:00,146.8,2h27min,Cadjehoun Airport,A/C in cruise,DBBB,A/C in cruise,6.332175,2.239838,12.1749,-14.670844,7.6,output/F-RAFB/2022-07-27/leg_1/F-RAFB_baro_2022-07-27_leg_1.csv,Cadjehoun Airport - A/C in cruise
Escadron de transport 60,F-RAFP,3b77e5,2022-07-27,2022-07-27 20:06:00.390000+00:00,2022-07-27 22:50:16.670000+00:00,164.27,2h44min,Cadjehoun Airport,Osvaldo Vieira International Airport,DBBB,GGOV,6.355419,2.38369,11.888924,-15.652084,7.1,output/F-RAFP/2022-07-27/leg_1/F-RAFP_baro_2022-07-27_leg_1.csv,Cadjehoun Airport - Osvaldo Vieira International Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-27,2022-07-27 14:26:29.510000+00:00,2022-07-27 15:34:10.860000+00:00,67.68,1h08min,Marseille Provence Airport,Villacoublay-Velizy (BA 107) Air Base,LFML,LFPV,43.611969,5.106662,48.774445,2.205505,3.5,output/F-RAFC/2022-07-27/leg_5/F-RAFC_baro_2022-07-27_leg_5.csv,Marseille Provence Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-07-27,2022-07-27 13:17:51.830000+00:00,2022-07-27 14:06:08.850000+00:00,48.28,48min,Solenzara (BA 126) Air Base,Marseille Provence Airport,LFKS,LFML,41.924652,9.468592,43.585324,5.12146,2.5,output/F-RAFC/2022-07-27/leg_4/F-RAFC_baro_2022-07-27_leg_4.csv,Solenzara (BA 126) Air Base - Marseille Provence Airport
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-27,2022-07-27 13:10:00.570000+00:00,2022-07-27 14:02:55.530000+00:00,52.9,53min,Aurillac Airport,Villacoublay-Velizy (BA 107) Air Base,LFLW,LFPV,44.863037,2.487815,48.774307,2.198674,2.3,output/F-RAFQ/2022-07-27/leg_2/F-RAFQ_baro_2022-07-27_leg_2.csv,Aurillac Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-07-27,2022-07-27 09:28:35.440000+00:00,2022-07-27 10:08:54.910000+00:00,40.32,40min,Marseille Provence Airport,Solenzara (BA 126) Air Base,LFML,LFKS,43.613068,5.105832,41.988489,9.403914,2.1,output/F-RAFC/2022-07-27/leg_3/F-RAFC_baro_2022-07-27_leg_3.csv,Marseille Provence Airport - Solenzara (BA 126) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-27,2022-07-27 09:22:41.680000+00:00,2022-07-27 09:57:16.820000+00:00,34.58,35min,Villacoublay-Velizy (BA 107) Air Base,Aurillac Airport,LFPV,LFLW,48.774353,2.202618,45.046785,2.400513,1.5,output/F-RAFQ/2022-07-27/leg_1/F-RAFQ_baro_2022-07-27_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Aurillac Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-27,2022-07-27 08:03:04.590000+00:00,2022-07-27 08:57:19.600000+00:00,54.25,54min,Orleans   Saint-Denis-de-l'Hôtel Airport,Marseille Provence Airport,LFOZ,LFML,47.990795,1.772743,43.581482,5.120779,2.8,output/F-RAFC/2022-07-27/leg_2/F-RAFC_baro_2022-07-27_leg_2.csv,Orleans   Saint-Denis-de-l'Hôtel Airport - Marseille Provence Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-27,2022-07-27 06:22:49.210000+00:00,2022-07-27 06:54:50.610000+00:00,32.02,32min,Villacoublay-Velizy (BA 107) Air Base,Orleans   Saint-Denis-de-l'Hôtel Airport,LFPV,LFOZ,48.774409,2.203337,47.992355,1.778961,1.7,output/F-RAFC/2022-07-27/leg_1/F-RAFC_baro_2022-07-27_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Orleans   Saint-Denis-de-l'Hôtel Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-26,2022-07-26 22:25:35.150000+00:00,2022-07-26 23:01:32.050000+00:00,35.93,36min,A/C in cruise,Cadjehoun Airport,A/C in cruise,DBBB,4.866524,6.046269,6.523087,2.602224,1.9,output/F-RAFB/2022-07-26/leg_1/F-RAFB_baro_2022-07-26_leg_1.csv,A/C in cruise - Cadjehoun Airport
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-26,2022-07-26 12:19:22.230000+00:00,2022-07-26 13:02:20.640000+00:00,42.97,43min,Saint-Nazaire-Montoir Airport,Villacoublay-Velizy (BA 107) Air Base,LFRZ,LFPV,47.313263,-2.143845,48.774353,2.201773,1.9,output/F-RAFQ/2022-07-26/leg_4/F-RAFQ_baro_2022-07-26_leg_4.csv,Saint-Nazaire-Montoir Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-26,2022-07-26 11:32:03.250000+00:00,2022-07-26 12:04:12.210000+00:00,32.13,32min,La Rochelle-ÃŽle de Re Airport,Saint-Nazaire-Montoir Airport,LFBH,LFRZ,46.179541,-1.208359,47.315643,-2.132172,1.4,output/F-RAFQ/2022-07-26/leg_3/F-RAFQ_baro_2022-07-26_leg_3.csv,La Rochelle-ÃŽle de Re Airport - Saint-Nazaire-Montoir Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-26,2022-07-26 11:18:34.090000+00:00,2022-07-26 22:54:30.210000+00:00,695.93,11h36min,Villacoublay-Velizy (BA 107) Air Base,Cadjehoun Airport,LFPV,DBBB,48.77449,2.206421,6.456888,2.575868,30.2,output/F-RAFP/2022-07-26/leg_1/F-RAFP_baro_2022-07-26_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Cadjehoun Airport
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-26,2022-07-26 09:54:36.740000+00:00,2022-07-26 10:32:07.760000+00:00,37.52,38min,Clermont-Ferrand Auvergne Airport,La Rochelle-ÃŽle de Re Airport,LFLC,LFBH,45.78785,3.181847,46.320175,-0.978264,1.6,output/F-RAFQ/2022-07-26/leg_2/F-RAFQ_baro_2022-07-26_leg_2.csv,Clermont-Ferrand Auvergne Airport - La Rochelle-ÃŽle de Re Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-26,2022-07-26 09:25:43.160000+00:00,2022-07-26 10:28:11.860000+00:00,62.47,1h02min,Metz-Nancy-Lorraine Airport,Villacoublay-Velizy (BA 107) Air Base,LFJL,LFPV,48.976547,6.244389,48.774502,2.209625,3.2,output/F-RAFC/2022-07-26/leg_3/F-RAFC_baro_2022-07-26_leg_3.csv,Metz-Nancy-Lorraine Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-26,2022-07-26 08:50:35.160000+00:00,2022-07-26 09:39:11.020000+00:00,48.58,49min,EuroAirport Basel-Mulhouse-Freiburg Airport,Clermont-Ferrand Auvergne Airport,LFSB,LFLC,47.58989,7.529205,45.78685,3.171699,2.1,output/F-RAFQ/2022-07-26/leg_1/F-RAFQ_baro_2022-07-26_leg_1.csv,EuroAirport Basel-Mulhouse-Freiburg Airport - Clermont-Ferrand Auvergne Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-26,2022-07-26 08:05:34.300000+00:00,2022-07-26 09:01:57.330000+00:00,56.38,56min,EuroAirport Basel-Mulhouse-Freiburg Airport,Metz-Nancy-Lorraine Airport,LFSB,LFJL,47.607903,7.516691,49.000168,6.273757,2.9,output/F-RAFC/2022-07-26/leg_2/F-RAFC_baro_2022-07-26_leg_2.csv,EuroAirport Basel-Mulhouse-Freiburg Airport - Metz-Nancy-Lorraine Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-26,2022-07-26 06:37:22.020000+00:00,2022-07-26 07:27:02.990000+00:00,49.67,50min,Villacoublay-Velizy (BA 107) Air Base,EuroAirport Basel-Mulhouse-Freiburg Airport,LFPV,LFSB,48.774223,2.194447,47.600555,7.521858,2.6,output/F-RAFC/2022-07-26/leg_1/F-RAFC_baro_2022-07-26_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - EuroAirport Basel-Mulhouse-Freiburg Airport
Escadron de transport 60,F-RAFA,3b770d,2022-07-25,2022-07-25 15:35:29.930000+00:00,2022-07-25 16:38:23.900000+00:00,62.88,1h03min,Villacoublay-Velizy (BA 107) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFPV,LFPV,48.774399,2.201632,48.774673,2.218957,3.3,output/F-RAFA/2022-07-25/leg_1/F-RAFA_baro_2022-07-25_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-25,2022-07-25 15:24:31.910000+00:00,2022-07-25 18:52:58.770000+00:00,208.43,3h28min,Paris-Orly Airport,A/C in cruise,LFPO,A/C in cruise,48.723481,2.380636,22.630634,10.501556,10.8,output/F-RAFB/2022-07-25/leg_2/F-RAFB_baro_2022-07-25_leg_2.csv,Paris-Orly Airport - A/C in cruise
Escadron de transport 60,F-RARF,3b76ae,2022-07-25,2022-07-25 15:22:07.340000+00:00,2022-07-25 21:10:23+00:00,348.25,5h48min,Paris-Orly Airport,A/C in cruise,LFPO,A/C in cruise,48.725017,2.38902,5.894508,12.454891,18.1,output/F-RARF/2022-07-25/leg_2/F-RARF_baro_2022-07-25_leg_2.csv,Paris-Orly Airport - A/C in cruise
Escadron de transport 60,F-RAFC,3b76a5,2022-07-25,2022-07-25 13:42:37.370000+00:00,2022-07-25 15:04:07+00:00,81.48,1h21min,Berlin-Schonefeld Airport,Villacoublay-Velizy (BA 107) Air Base,EDDB,LFPV,52.376761,13.523228,48.774502,2.209553,4.2,output/F-RAFC/2022-07-25/leg_1/F-RAFC_baro_2022-07-25_leg_1.csv,Berlin-Schonefeld Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-25,2022-07-25 12:54:14.040000+00:00,2022-07-25 13:05:18.820000+00:00,11.07,11min,Villacoublay-Velizy (BA 107) Air Base,Paris-Orly Airport,LFPV,LFPO,48.774362,2.200663,48.725203,2.390032,0.6,output/F-RAFB/2022-07-25/leg_1/F-RAFB_baro_2022-07-25_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Paris-Orly Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-25,2022-07-25 07:34:50.990000+00:00,2022-07-25 08:00:53.620000+00:00,26.03,26min,Évreux-Fauville (BA 105) Air Base,Paris-Orly Airport,LFOE,LFPO,49.021637,1.211031,48.723527,2.380853,1.4,output/F-RARF/2022-07-25/leg_1/F-RARF_baro_2022-07-25_leg_1.csv,Évreux-Fauville (BA 105) Air Base - Paris-Orly Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-24,2022-07-24 16:02:40.380000+00:00,2022-07-24 17:19:55.110000+00:00,77.23,1h17min,Villacoublay-Velizy (BA 107) Air Base,Berlin-Schonefeld Airport,LFPV,EDDB,48.774261,2.195294,52.372897,13.506906,4.0,output/F-RAFC/2022-07-24/leg_1/F-RAFC_baro_2022-07-24_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Berlin-Schonefeld Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-24,2022-07-24 08:57:11.470000+00:00,2022-07-24 09:51:15.250000+00:00,54.05,54min,Châlons-Vatry Airport,Villacoublay-Velizy (BA 107) Air Base,LFOK,LFPV,48.775909,4.186284,48.774353,2.201843,2.3,output/F-RAFP/2022-07-24/leg_2/F-RAFP_baro_2022-07-24_leg_2.csv,Châlons-Vatry Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-24,2022-07-24 07:37:40.520000+00:00,2022-07-24 08:27:03.430000+00:00,49.37,49min,Villacoublay-Velizy (BA 107) Air Base,Châlons-Vatry Airport,LFPV,LFOK,48.774399,2.202688,48.779068,4.16248,2.1,output/F-RAFP/2022-07-24/leg_1/F-RAFP_baro_2022-07-24_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Châlons-Vatry Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-23,2022-07-23 16:25:56.550000+00:00,2022-07-23 17:27:43.320000+00:00,61.77,1h02min,Marseille Provence Airport,Villacoublay-Velizy (BA 107) Air Base,LFML,LFPV,43.447266,5.194617,48.774362,2.202759,2.7,output/F-RAFP/2022-07-23/leg_3/F-RAFP_baro_2022-07-23_leg_3.csv,Marseille Provence Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-23,2022-07-23 15:09:12.730000+00:00,2022-07-23 15:48:01.660000+00:00,38.8,39min,Figari Sud-Corse Airport,Marseille Provence Airport,LFKF,LFML,41.486051,9.076687,43.405772,5.259051,1.7,output/F-RAFP/2022-07-23/leg_2/F-RAFP_baro_2022-07-23_leg_2.csv,Figari Sud-Corse Airport - Marseille Provence Airport
