propriétaire,registration,icao24,departure_date_only_utc,departure_date_utc,arrival_date_utc,flight_duration_min,flight_duration_str,airport_departure,airport_arrival,airport_dep_icao,airport_arr_icao,latitude_dep,longitude_dep,latitude_arr,longitude_arr,co2_emission_tonnes,path_csv,routes
Escadron de transport 60,F-RAFP,3b77e5,2022-07-23,2022-07-23 12:51:43.330000+00:00,2022-07-23 13:02:56.010000+00:00,11.2,11min,Ajaccio-Napoleon Bonaparte Airport,Figari Sud-Corse Airport,LFKJ,LFKF,41.770113,8.656013,41.535461,9.145494,0.5,output/F-RAFP/2022-07-23/leg_1/F-RAFP_baro_2022-07-23_leg_1.csv,Ajaccio-Napoleon Bonaparte Airport - Figari Sud-Corse Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-23,2022-07-23 08:52:10.710000+00:00,2022-07-23 10:57:31.460000+00:00,125.33,2h05min,Villacoublay-Velizy (BA 107) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFPV,LFPV,48.774261,2.195294,48.774582,2.21128,6.5,output/F-RAFC/2022-07-23/leg_1/F-RAFC_baro_2022-07-23_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-22,2022-07-22 19:15:18.830000+00:00,2022-07-22 19:58:26.240000+00:00,43.12,43min,Lyon-Bron Airport,Villacoublay-Velizy (BA 107) Air Base,LFLY,LFPV,45.72696,4.944397,48.774502,2.207746,2.2,output/F-RAFB/2022-07-22/leg_2/F-RAFB_baro_2022-07-22_leg_2.csv,Lyon-Bron Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-22,2022-07-22 14:18:16.620000+00:00,2022-07-22 14:37:01.480000+00:00,18.73,19min,Bastia-Poretta Airport,Ajaccio-Napoleon Bonaparte Airport,LFKB,LFKJ,42.712646,9.604922,41.966537,8.811722,0.8,output/F-RAFP/2022-07-22/leg_2/F-RAFP_baro_2022-07-22_leg_2.csv,Bastia-Poretta Airport - Ajaccio-Napoleon Bonaparte Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-22,2022-07-22 14:13:56.370000+00:00,2022-07-22 15:00:31.900000+00:00,46.58,47min,Villacoublay-Velizy (BA 107) Air Base,Lyon-Bron Airport,LFPV,LFLY,48.774409,2.204277,45.7229,4.946058,2.4,output/F-RAFB/2022-07-22/leg_1/F-RAFB_baro_2022-07-22_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Lyon-Bron Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-22,2022-07-22 05:13:02.450000+00:00,2022-07-22 06:33:26.810000+00:00,80.4,1h20min,Villacoublay-Velizy (BA 107) Air Base,Bastia-Poretta Airport,LFPV,LFKB,48.774362,2.202759,42.56488,9.478579,3.5,output/F-RAFP/2022-07-22/leg_1/F-RAFP_baro_2022-07-22_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Bastia-Poretta Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-21,2022-07-21 19:17:04.440000+00:00,2022-07-21 20:13:32.250000+00:00,56.45,56min,Tarbes-Lourdes-Pyrenees Airport,Villacoublay-Velizy (BA 107) Air Base,LFBT,LFPV,43.168762,-0.011306,48.77417,2.189448,2.9,output/F-RAFB/2022-07-21/leg_1/F-RAFB_baro_2022-07-21_leg_1.csv,Tarbes-Lourdes-Pyrenees Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-07-20,2022-07-20 18:52:58.470000+00:00,2022-07-20 19:44:10.820000+00:00,51.2,51min,Bordeaux-Merignac Airport,Villacoublay-Velizy (BA 107) Air Base,LFBD,LFPV,44.833157,-0.708886,48.774445,2.206421,2.7,output/F-RAFA/2022-07-20/leg_3/F-RAFA_baro_2022-07-20_leg_3.csv,Bordeaux-Merignac Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-20,2022-07-20 18:51:06.940000+00:00,2022-07-20 19:17:31.700000+00:00,26.4,26min,Bordeaux-Merignac Airport,Tarbes-Lourdes-Pyrenees Airport,LFBD,LFBT,44.832092,-0.710384,43.193401,0.001177,1.4,output/F-RAFB/2022-07-20/leg_3/F-RAFB_baro_2022-07-20_leg_3.csv,Bordeaux-Merignac Airport - Tarbes-Lourdes-Pyrenees Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-20,2022-07-20 18:14:01.220000+00:00,2022-07-20 18:59:41.730000+00:00,45.67,46min,Bordeaux-Merignac Airport,Albi-Le Sequestre Airport,LFBD,LFCI,44.804208,-0.738195,43.942862,2.138418,0.0,output/F-ZBFS/2022-07-20/leg_4/F-ZBFS_baro_2022-07-20_leg_4.csv,Bordeaux-Merignac Airport - Albi-Le Sequestre Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-20,2022-07-20 16:56:13.250000+00:00,2022-07-20 16:58:20.650000+00:00,2.12,2min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.769575,-0.78601,44.824999,-0.698557,0.0,output/F-ZBFS/2022-07-20/leg_3/F-ZBFS_baro_2022-07-20_leg_3.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-20,2022-07-20 13:56:38.680000+00:00,2022-07-20 14:03:27.640000+00:00,6.8,7min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.836266,-0.746978,44.658025,-1.070286,0.0,output/F-ZBFS/2022-07-20/leg_2/F-ZBFS_baro_2022-07-20_leg_2.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-20,2022-07-20 13:55:21.560000+00:00,2022-07-20 14:12:13.120000+00:00,16.85,17min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.531662,-1.130153,44.834414,-0.707077,0.9,output/F-RAFB/2022-07-20/leg_2/F-RAFB_baro_2022-07-20_leg_2.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFA,3b770d,2022-07-20,2022-07-20 13:50:12.280000+00:00,2022-07-20 14:08:13+00:00,18.0,18min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.532715,-1.127799,44.835345,-0.705738,0.9,output/F-RAFA/2022-07-20/leg_2/F-RAFA_baro_2022-07-20_leg_2.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFA,3b770d,2022-07-20,2022-07-20 12:16:41.290000+00:00,2022-07-20 13:04:54.800000+00:00,48.22,48min,Villacoublay-Velizy (BA 107) Air Base,Bordeaux-Merignac Airport,LFPV,LFBD,48.774362,2.199795,44.541458,-1.109619,2.5,output/F-RAFA/2022-07-20/leg_1/F-RAFA_baro_2022-07-20_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-20,2022-07-20 12:14:21.990000+00:00,2022-07-20 13:08:53.970000+00:00,54.52,55min,Villacoublay-Velizy (BA 107) Air Base,Bordeaux-Merignac Airport,LFPV,LFBD,48.774269,2.197699,44.54146,-1.109485,2.8,output/F-RAFB/2022-07-20/leg_1/F-RAFB_baro_2022-07-20_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-20,2022-07-20 12:12:56.790000+00:00,2022-07-20 17:44:59.190000+00:00,332.03,5h32min,Osvaldo Vieira International Airport,Villacoublay-Velizy (BA 107) Air Base,GGOV,LFPV,11.984848,-15.486508,48.774536,2.210294,17.3,output/F-RAFC/2022-07-20/leg_1/F-RAFC_baro_2022-07-20_leg_1.csv,Osvaldo Vieira International Airport - Villacoublay-Velizy (BA 107) Air Base
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-20,2022-07-20 09:08:39.070000+00:00,2022-07-20 09:10:32.870000+00:00,1.88,2min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.75837,-0.784868,44.821901,-0.693136,0.0,output/F-ZBFS/2022-07-20/leg_1/F-ZBFS_baro_2022-07-20_leg_1.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-19,2022-07-19 16:08:13.100000+00:00,2022-07-19 16:55:32.900000+00:00,47.32,47min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.655927,-0.477813,44.823237,-0.695458,0.0,output/F-ZBFS/2022-07-19/leg_3/F-ZBFS_baro_2022-07-19_leg_3.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-19,2022-07-19 14:00:53.200000+00:00,2022-07-19 14:04:23.200000+00:00,3.5,4min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.808395,-0.718908,44.73642,-0.485804,0.0,output/F-ZBFS/2022-07-19/leg_2/F-ZBFS_baro_2022-07-19_leg_2.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-19,2022-07-19 11:57:28+00:00,2022-07-19 17:31:33.300000+00:00,334.08,5h34min,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,A/C in cruise,48.774399,2.201562,12.585956,-14.941984,17.4,output/F-RAFC/2022-07-19/leg_1/F-RAFC_baro_2022-07-19_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - A/C in cruise
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-19,2022-07-19 10:40:03+00:00,2022-07-19 10:43:39.400000+00:00,3.6,4min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.669991,-0.664096,44.825133,-0.698733,0.0,output/F-ZBFS/2022-07-19/leg_1/F-ZBFS_baro_2022-07-19_leg_1.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-18,2022-07-18 15:31:22.900000+00:00,2022-07-18 16:13:09.600000+00:00,41.77,42min,Farnborough Airport,Villacoublay-Velizy (BA 107) Air Base,EGLF,LFPV,51.278412,-0.768449,48.77449,2.206773,2.2,output/F-RAFC/2022-07-18/leg_2/F-RAFC_baro_2022-07-18_leg_2.csv,Farnborough Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-18,2022-07-18 12:04:46.600000+00:00,2022-07-18 14:03:11.600000+00:00,118.42,1h58min,Sevilla Airport,Villacoublay-Velizy (BA 107) Air Base,LEZL,LFPV,37.417572,-5.900016,48.774176,2.191411,5.1,output/F-RAFP/2022-07-18/leg_3/F-RAFP_baro_2022-07-18_leg_3.csv,Sevilla Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-18,2022-07-18 09:13:55+00:00,2022-07-18 11:16:58.800000+00:00,123.05,2h03min,Orleans   Saint-Denis-de-l'Hôtel Airport,Sevilla Airport,LFOZ,LEZL,47.99019,1.769926,37.418084,-5.852429,5.3,output/F-RAFP/2022-07-18/leg_2/F-RAFP_baro_2022-07-18_leg_2.csv,Orleans   Saint-Denis-de-l'Hôtel Airport - Sevilla Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-18,2022-07-18 07:39:19.300000+00:00,2022-07-18 08:25:37.300000+00:00,46.3,46min,Villacoublay-Velizy (BA 107) Air Base,Farnborough Airport,LFPV,EGLF,48.774362,2.20088,51.273239,-0.784112,2.4,output/F-RAFC/2022-07-18/leg_1/F-RAFC_baro_2022-07-18_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Farnborough Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-18,2022-07-18 07:08:49.400000+00:00,2022-07-18 07:32:18.700000+00:00,23.48,23min,Villacoublay-Velizy (BA 107) Air Base,Orleans   Saint-Denis-de-l'Hôtel Airport,LFPV,LFOZ,48.774316,2.199579,47.98209,1.738516,1.0,output/F-RAFP/2022-07-18/leg_1/F-RAFP_baro_2022-07-18_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Orleans   Saint-Denis-de-l'Hôtel Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-16,2022-07-16 15:43:55+00:00,2022-07-16 16:26:06+00:00,42.18,42min,Bordeaux-Merignac Airport,Albi-Le Sequestre Airport,LFBD,LFCI,44.509809,-0.942381,44.101751,2.095037,0.0,output/F-ZBFS/2022-07-16/leg_4/F-ZBFS_baro_2022-07-16_leg_4.csv,Bordeaux-Merignac Airport - Albi-Le Sequestre Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-16,2022-07-16 14:42:42.900000+00:00,2022-07-16 20:30:13.600000+00:00,347.5,5h48min,Cadjehoun Airport,Villacoublay-Velizy (BA 107) Air Base,DBBB,LFPV,6.401001,2.325703,48.774409,2.203554,18.1,output/F-RAFD/2022-07-16/leg_2/F-RAFD_baro_2022-07-16_leg_2.csv,Cadjehoun Airport - Villacoublay-Velizy (BA 107) Air Base
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-16,2022-07-16 12:32:30.900000+00:00,2022-07-16 12:41:29.900000+00:00,8.98,9min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.843513,-0.689603,44.563711,-1.090028,0.0,output/F-ZBFS/2022-07-16/leg_3/F-ZBFS_baro_2022-07-16_leg_3.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-16,2022-07-16 10:33:58.400000+00:00,2022-07-16 10:38:55.700000+00:00,4.95,5min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.630341,-0.548139,44.810345,-0.741072,0.0,output/F-ZBFS/2022-07-16/leg_2/F-ZBFS_baro_2022-07-16_leg_2.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-16,2022-07-16 08:31:48.100000+00:00,2022-07-16 14:54:50.500000+00:00,383.03,6h23min,Port Bouet Airport,Villacoublay-Velizy (BA 107) Air Base,DIAP,LFPV,5.269043,-3.922678,48.774269,2.197338,16.6,output/F-RAFP/2022-07-16/leg_2/F-RAFP_baro_2022-07-16_leg_2.csv,Port Bouet Airport - Villacoublay-Velizy (BA 107) Air Base
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-16,2022-07-16 07:58:48.800000+00:00,2022-07-16 08:47:06.400000+00:00,48.28,48min,Castres-Mazamet Airport,Bordeaux-Merignac Airport,LFCK,LFBD,43.891628,2.545203,44.550548,-0.613325,0.0,output/F-ZBFS/2022-07-16/leg_1/F-ZBFS_baro_2022-07-16_leg_1.csv,Castres-Mazamet Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-16,2022-07-16 06:38:20.500000+00:00,2022-07-16 07:24:51.500000+00:00,46.52,47min,A/C in cruise,Port Bouet Airport,A/C in cruise,DIAP,9.244137,-0.992546,5.264732,-3.92444,2.0,output/F-RAFP/2022-07-16/leg_1/F-RAFP_baro_2022-07-16_leg_1.csv,A/C in cruise - Port Bouet Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-16,2022-07-16 05:50:10.700000+00:00,2022-07-16 11:37:36.900000+00:00,347.43,5h47min,Villacoublay-Velizy (BA 107) Air Base,Cadjehoun Airport,LFPV,DBBB,48.774307,2.197477,6.354904,2.381287,18.1,output/F-RAFD/2022-07-16/leg_1/F-RAFD_baro_2022-07-16_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Cadjehoun Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-16,2022-07-16 01:05:23.600000+00:00,2022-07-16 02:57:39.400000+00:00,112.25,1h52min,A/C in cruise,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,36.525631,6.340689,48.774455,2.204783,5.8,output/F-RAFC/2022-07-16/leg_1/F-RAFC_baro_2022-07-16_leg_1.csv,A/C in cruise - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-07-15,2022-07-15 22:54:48.500000+00:00,2022-07-15 23:35:54.400000+00:00,41.08,41min,A/C in cruise,A/C in cruise,A/C in cruise,A/C in cruise,19.819508,4.400711,24.976215,6.003342,2.1,output/F-RAFC/2022-07-15/leg_1/F-RAFC_baro_2022-07-15_leg_1.csv,A/C in cruise - A/C in cruise
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-15,2022-07-15 14:59:11.800000+00:00,2022-07-15 15:37:36.300000+00:00,38.4,38min,Bordeaux-Merignac Airport,Albi-Le Sequestre Airport,LFBD,LFCI,44.61129,-0.283835,44.061769,2.379838,0.0,output/F-ZBFS/2022-07-15/leg_1/F-ZBFS_baro_2022-07-15_leg_1.csv,Bordeaux-Merignac Airport - Albi-Le Sequestre Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-15,2022-07-15 13:21:18.100000+00:00,2022-07-15 19:13:26.700000+00:00,352.13,5h52min,Cadjehoun Airport,Évreux-Fauville (BA 105) Air Base,DBBB,LFOE,6.501951,2.349417,49.017691,1.205966,18.3,output/F-RARF/2022-07-15/leg_1/F-RARF_baro_2022-07-15_leg_1.csv,Cadjehoun Airport - Évreux-Fauville (BA 105) Air Base
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-14,2022-07-14 19:39:46+00:00,2022-07-14 19:42:15.400000+00:00,2.48,2min,Bordeaux-Merignac Airport,Bordeaux-Merignac Airport,LFBD,LFBD,44.757782,-0.841546,44.812027,-0.739489,0.0,output/F-ZBFS/2022-07-14/leg_1/F-ZBFS_baro_2022-07-14_leg_1.csv,Bordeaux-Merignac Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-14,2022-07-14 16:02:08.900000+00:00,2022-07-14 19:43:03.200000+00:00,220.9,3h41min,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,A/C in cruise,48.774536,2.210365,20.471306,3.559227,11.5,output/F-RAFC/2022-07-14/leg_1/F-RAFC_baro_2022-07-14_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - A/C in cruise
Escadron de transport 60,F-RAFP,3b77e5,2022-07-14,2022-07-14 15:57:00.100000+00:00,2022-07-14 19:47:22.800000+00:00,230.37,3h50min,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,A/C in cruise,48.774445,2.205928,20.477142,3.559055,10.0,output/F-RAFP/2022-07-14/leg_1/F-RAFP_baro_2022-07-14_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - A/C in cruise
Escadron de transport 60,F-RARF,3b76ae,2022-07-14,2022-07-14 15:29:16.700000+00:00,2022-07-14 15:49:15.700000+00:00,19.98,20min,Yaounde Nsimalen International Airport,A/C in cruise,FKYS,A/C in cruise,3.717957,11.55259,3.983894,9.540111,1.0,output/F-RARF/2022-07-14/leg_1/F-RARF_baro_2022-07-14_leg_1.csv,Yaounde Nsimalen International Airport - A/C in cruise
Escadron de transport 60,F-RAFA,3b770d,2022-07-13,2022-07-13 17:55:30.600000+00:00,2022-07-13 18:49:59.900000+00:00,54.48,54min,Bordeaux-Merignac Airport,Villacoublay-Velizy (BA 107) Air Base,LFBD,LFPV,44.536469,-1.119952,48.77449,2.208041,2.8,output/F-RAFA/2022-07-13/leg_2/F-RAFA_baro_2022-07-13_leg_2.csv,Bordeaux-Merignac Airport - Villacoublay-Velizy (BA 107) Air Base
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-13,2022-07-13 17:08:46.500000+00:00,2022-07-13 17:49:32.900000+00:00,40.77,41min,Bordeaux-Merignac Airport,Rodez-Marcillac Airport,LFBD,LFCR,44.685572,-0.228535,44.213722,2.553049,0.0,output/F-ZBFS/2022-07-13/leg_1/F-ZBFS_baro_2022-07-13_leg_1.csv,Bordeaux-Merignac Airport - Rodez-Marcillac Airport
Escadron de transport 60,F-RAFA,3b770d,2022-07-13,2022-07-13 15:59:49.300000+00:00,2022-07-13 16:51:03.400000+00:00,51.23,51min,Villacoublay-Velizy (BA 107) Air Base,Bordeaux-Merignac Airport,LFPV,LFBD,48.774362,2.201385,44.525345,-1.14369,2.7,output/F-RAFA/2022-07-13/leg_1/F-RAFA_baro_2022-07-13_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-13,2022-07-13 00:00:34.400000+00:00,2022-07-13 03:49:53.900000+00:00,229.32,3h49min,A/C in cruise,A/C in cruise,A/C in cruise,A/C in cruise,36.398683,3.839254,8.676624,13.114758,11.9,output/F-RARF/2022-07-13/leg_1/F-RARF_baro_2022-07-13_leg_1.csv,A/C in cruise - A/C in cruise
Escadron de transport 60,F-RARF,3b76ae,2022-07-12,2022-07-12 22:17:05+00:00,2022-07-12 23:59:55+00:00,102.83,1h43min,Évreux-Fauville (BA 105) Air Base,A/C in cruise,LFOE,A/C in cruise,49.02063,1.209693,36.482896,3.809685,5.3,output/F-RARF/2022-07-12/leg_3/F-RARF_baro_2022-07-12_leg_3.csv,Évreux-Fauville (BA 105) Air Base - A/C in cruise
Escadron de transport 60,F-RAFA,3b770d,2022-07-12,2022-07-12 14:17:46.300000+00:00,2022-07-12 15:10:41.400000+00:00,52.92,53min,Grenoble-Isère Airport,Villacoublay-Velizy (BA 107) Air Base,LFLS,LFPV,45.362642,5.362266,48.774176,2.190327,2.8,output/F-RAFA/2022-07-12/leg_2/F-RAFA_baro_2022-07-12_leg_2.csv,Grenoble-Isère Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFC,3b76a5,2022-07-12,2022-07-12 10:07:48.300000+00:00,2022-07-12 11:29:28.800000+00:00,81.67,1h22min,Vaclav Havel Airport Prague,Villacoublay-Velizy (BA 107) Air Base,LKPR,LFPV,50.103195,14.230764,48.774502,2.208252,4.2,output/F-RAFC/2022-07-12/leg_1/F-RAFC_baro_2022-07-12_leg_1.csv,Vaclav Havel Airport Prague - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-12,2022-07-12 08:30:06.300000+00:00,2022-07-12 15:08:12.500000+00:00,398.1,6h38min,Villacoublay-Velizy (BA 107) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFPV,LFPV,48.774455,2.204855,48.77417,2.190927,20.7,output/F-RAFB/2022-07-12/leg_1/F-RAFB_baro_2022-07-12_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-07-12,2022-07-12 08:27:23.700000+00:00,2022-07-12 09:11:35+00:00,44.18,44min,Villacoublay-Velizy (BA 107) Air Base,Grenoble-Isère Airport,LFPV,LFLS,48.774409,2.204566,45.363235,5.185481,2.3,output/F-RAFA/2022-07-12/leg_1/F-RAFA_baro_2022-07-12_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Grenoble-Isère Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-12,2022-07-12 04:55:16.700000+00:00,2022-07-12 09:56:12.800000+00:00,300.93,5h01min,Goose Bay Airport,Évreux-Fauville (BA 105) Air Base,CYYR,LFOE,53.319397,-60.410264,49.040408,1.234805,15.6,output/F-RARF/2022-07-12/leg_2/F-RARF_baro_2022-07-12_leg_2.csv,Goose Bay Airport - Évreux-Fauville (BA 105) Air Base
Escadron de transport 60,F-RARF,3b76ae,2022-07-12,2022-07-12 00:13:17.500000+00:00,2022-07-12 04:26:06.700000+00:00,252.82,4h13min,A/C in cruise,Goose Bay Airport,A/C in cruise,CYYR,65.667686,-124.215202,53.291382,-60.478088,13.1,output/F-RARF/2022-07-12/leg_1/F-RARF_baro_2022-07-12_leg_1.csv,A/C in cruise - Goose Bay Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-11,2022-07-11 22:27:41.200000+00:00,2022-07-11 23:54:21.500000+00:00,86.67,1h27min,Ted Stevens Anchorage International Airport,A/C in cruise,PANC,A/C in cruise,61.167872,-149.987284,65.00164,-129.986115,4.5,output/F-RARF/2022-07-11/leg_1/F-RARF_baro_2022-07-11_leg_1.csv,Ted Stevens Anchorage International Airport - A/C in cruise
Escadron de transport 60,F-RAFC,3b76a5,2022-07-11,2022-07-11 14:36:37.800000+00:00,2022-07-11 15:54:25.300000+00:00,77.78,1h18min,Villacoublay-Velizy (BA 107) Air Base,Vaclav Havel Airport Prague,LFPV,LKPR,48.774399,2.202195,50.110657,14.2557,4.0,output/F-RAFC/2022-07-11/leg_1/F-RAFC_baro_2022-07-11_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Vaclav Havel Airport Prague
Escadron de transport 60,F-RAFP,3b77e5,2022-07-11,2022-07-11 13:55:58.600000+00:00,2022-07-11 15:22:52.500000+00:00,86.88,1h27min,Vaclav Havel Airport Prague,Villacoublay-Velizy (BA 107) Air Base,LKPR,LFPV,50.112762,14.262784,48.774083,2.18599,3.8,output/F-RAFP/2022-07-11/leg_2/F-RAFP_baro_2022-07-11_leg_2.csv,Vaclav Havel Airport Prague - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-11,2022-07-11 06:09:51.300000+00:00,2022-07-11 06:55:50.300000+00:00,45.98,46min,Villacoublay-Velizy (BA 107) Air Base,EuroAirport Basel-Mulhouse-Freiburg Airport,LFPV,LFSB,48.774353,2.201773,47.608658,7.516159,2.0,output/F-RAFQ/2022-07-11/leg_1/F-RAFQ_baro_2022-07-11_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - EuroAirport Basel-Mulhouse-Freiburg Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-10,2022-07-10 17:51:53.300000+00:00,2022-07-10 19:12:45.400000+00:00,80.87,1h21min,Villacoublay-Velizy (BA 107) Air Base,Vaclav Havel Airport Prague,LFPV,LKPR,48.774353,2.201139,50.112167,14.26076,3.5,output/F-RAFP/2022-07-10/leg_1/F-RAFP_baro_2022-07-10_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Vaclav Havel Airport Prague
