propriétaire,registration,icao24,departure_date_only_utc,departure_date_utc,arrival_date_utc,flight_duration_min,flight_duration_str,airport_departure,airport_arrival,airport_dep_icao,airport_arr_icao,latitude_dep,longitude_dep,latitude_arr,longitude_arr,co2_emission_tonnes,path_csv,routes
Escadron de transport 60,F-RARF,3b76ae,2022-07-10,2022-07-10 11:13:29.800000+00:00,2022-07-10 20:06:06.700000+00:00,532.6,8h53min,Évreux-Fauville (BA 105) Air Base,Ted Stevens Anchorage International Airport,LFOE,PANC,49.036964,1.230469,61.167847,-150.017722,27.7,output/F-RARF/2022-07-10/leg_1/F-RARF_baro_2022-07-10_leg_1.csv,Évreux-Fauville (BA 105) Air Base - Ted Stevens Anchorage International Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-10,2022-07-10 09:40:51.300000+00:00,2022-07-10 20:46:12.600000+00:00,665.35,11h05min,Villacoublay-Velizy (BA 107) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFPV,LFPV,48.774353,2.201702,48.774445,2.205857,34.6,output/F-RAFD/2022-07-10/leg_1/F-RAFD_baro_2022-07-10_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-09,2022-07-09 20:40:54.200000+00:00,2022-07-09 21:39:09.100000+00:00,58.23,58min,Avignon-Caumont Airport,Villacoublay-Velizy (BA 107) Air Base,LFMV,LFPV,43.930788,4.900949,48.774176,2.191339,3.0,output/F-RAFB/2022-07-09/leg_3/F-RAFB_baro_2022-07-09_leg_3.csv,Avignon-Caumont Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-09,2022-07-09 17:40:24.500000+00:00,2022-07-09 17:48:18.100000+00:00,7.88,8min,Marseille Provence Airport,Avignon-Caumont Airport,LFML,LFMV,43.510391,5.362861,43.844992,4.94097,0.4,output/F-RAFB/2022-07-09/leg_2/F-RAFB_baro_2022-07-09_leg_2.csv,Marseille Provence Airport - Avignon-Caumont Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-09,2022-07-09 09:36:45.800000+00:00,2022-07-09 10:28:39.500000+00:00,51.88,52min,Villacoublay-Velizy (BA 107) Air Base,Marseille Provence Airport,LFPV,LFML,48.774399,2.203674,43.518356,5.355196,2.7,output/F-RAFB/2022-07-09/leg_1/F-RAFB_baro_2022-07-09_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Marseille Provence Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-08,2022-07-08 15:11:25.490000+00:00,2022-07-08 20:20:00.190000+00:00,308.57,5h09min,St Pierre Airport,Villacoublay-Velizy (BA 107) Air Base,LFVP,LFPV,46.72879,-56.168473,48.774353,2.200435,13.4,output/F-RAFP/2022-07-08/leg_2/F-RAFP_baro_2022-07-08_leg_2.csv,St Pierre Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-08,2022-07-08 12:23:22.090000+00:00,2022-07-08 14:07:06.290000+00:00,103.73,1h44min,Westchester County Airport,Miquelon Airport,KHPN,LFVM,41.065638,-73.705652,46.741054,-56.720146,4.5,output/F-RAFP/2022-07-08/leg_1/F-RAFP_baro_2022-07-08_leg_1.csv,Westchester County Airport - Miquelon Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-08,2022-07-08 08:48:56.060000+00:00,2022-07-08 11:13:06.060000+00:00,144.17,2h24min,Trondheim Airport VÃ¦rnes,Évreux-Fauville (BA 105) Air Base,ENVA,LFOE,63.45759,10.930298,49.016968,1.204975,7.5,output/F-RARF/2022-07-08/leg_1/F-RARF_baro_2022-07-08_leg_1.csv,Trondheim Airport VÃ¦rnes - Évreux-Fauville (BA 105) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-07-08,2022-07-08 00:14:24.235000+00:00,2022-07-08 01:08:53.935000+00:00,54.48,54min,NÃ®mes-Arles-Camargue Airport,Villacoublay-Velizy (BA 107) Air Base,LFTW,LFPV,43.768021,4.414843,48.774536,2.20966,2.8,output/F-RAFA/2022-07-08/leg_1/F-RAFA_baro_2022-07-08_leg_1.csv,NÃ®mes-Arles-Camargue Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFA,3b770d,2022-07-07,2022-07-07 20:04:03.500000+00:00,2022-07-07 20:57:56.300000+00:00,53.87,54min,Villacoublay-Velizy (BA 107) Air Base,NÃ®mes-Arles-Camargue Airport,LFPV,LFTW,48.774409,2.20312,43.714832,4.419381,2.8,output/F-RAFA/2022-07-07/leg_1/F-RAFA_baro_2022-07-07_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - NÃ®mes-Arles-Camargue Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-07,2022-07-07 14:25:05.500000+00:00,2022-07-07 15:15:01.300000+00:00,49.92,50min,Bordeaux-Merignac Airport,Villacoublay-Velizy (BA 107) Air Base,LFBD,LFPV,44.827606,-0.716793,48.774176,2.18946,2.6,output/F-RAFB/2022-07-07/leg_4/F-RAFB_baro_2022-07-07_leg_4.csv,Bordeaux-Merignac Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-07,2022-07-07 13:43:58.500000+00:00,2022-07-07 16:21:27+00:00,157.47,2h37min,St. John's International Airport,Westchester County Airport,CYYT,KHPN,47.608415,-52.728389,41.074808,-73.712769,6.8,output/F-RAFP/2022-07-07/leg_2/F-RAFP_baro_2022-07-07_leg_2.csv,St. John's International Airport - Westchester County Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-07,2022-07-07 13:05:27.100000+00:00,2022-07-07 13:48:20.600000+00:00,42.88,43min,Orange-Caritat (BA 115) Air Base,Bordeaux-Merignac Airport,LFMO,LFBD,44.109875,4.759304,44.822357,-0.724294,2.2,output/F-RAFB/2022-07-07/leg_3/F-RAFB_baro_2022-07-07_leg_3.csv,Orange-Caritat (BA 115) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-07,2022-07-07 11:43:23.200000+00:00,2022-07-07 12:21:11.100000+00:00,37.78,38min,Épinal-Mirecourt Airport,Villacoublay-Velizy (BA 107) Air Base,LFSG,LFPV,47.795322,6.319251,48.774316,2.199217,2.0,output/F-RAFD/2022-07-07/leg_5/F-RAFD_baro_2022-07-07_leg_5.csv,Épinal-Mirecourt Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-07,2022-07-07 11:04:15.300000+00:00,2022-07-07 11:49:21.400000+00:00,45.1,45min,Bordeaux-Merignac Airport,Avignon-Caumont Airport,LFBD,LFMV,44.828384,-0.715681,43.930043,4.97066,2.3,output/F-RAFB/2022-07-07/leg_2/F-RAFB_baro_2022-07-07_leg_2.csv,Bordeaux-Merignac Airport - Avignon-Caumont Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-07,2022-07-07 10:26:31.800000+00:00,2022-07-07 11:03:40.700000+00:00,37.13,37min,Évreux-Fauville (BA 105) Air Base,Épinal-Mirecourt Airport,LFOE,LFSG,49.027222,1.218074,47.818552,6.23946,1.9,output/F-RAFD/2022-07-07/leg_4/F-RAFD_baro_2022-07-07_leg_4.csv,Évreux-Fauville (BA 105) Air Base - Épinal-Mirecourt Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-07,2022-07-07 09:25:17+00:00,2022-07-07 10:10:59.300000+00:00,45.7,46min,Villacoublay-Velizy (BA 107) Air Base,Bordeaux-Merignac Airport,LFPV,LFBD,48.774261,2.19635,44.822264,-0.724428,2.4,output/F-RAFB/2022-07-07/leg_1/F-RAFB_baro_2022-07-07_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-07,2022-07-07 08:53:39.400000+00:00,2022-07-07 09:41:11.700000+00:00,47.53,48min,Épinal-Mirecourt Airport,Évreux-Fauville (BA 105) Air Base,LFSG,LFOE,47.796439,6.316012,49.014221,1.201524,2.5,output/F-RAFD/2022-07-07/leg_3/F-RAFD_baro_2022-07-07_leg_3.csv,Épinal-Mirecourt Airport - Évreux-Fauville (BA 105) Air Base
Escadron de transport 60,F-RARF,3b76ae,2022-07-07,2022-07-07 08:22:49.900000+00:00,2022-07-07 13:25:59.900000+00:00,303.17,5h03min,Évreux-Fauville (BA 105) Air Base,Trondheim Airport VÃ¦rnes,LFOE,ENVA,49.021462,1.210664,63.457581,10.925903,15.8,output/F-RARF/2022-07-07/leg_1/F-RARF_baro_2022-07-07_leg_1.csv,Évreux-Fauville (BA 105) Air Base - Trondheim Airport VÃ¦rnes
Escadron de transport 60,F-RAFP,3b77e5,2022-07-07,2022-07-07 07:31:31.200000+00:00,2022-07-07 12:55:01.300000+00:00,323.5,5h24min,Villacoublay-Velizy (BA 107) Air Base,St. John's International Airport,LFPV,CYYT,48.774409,2.205216,47.646698,-52.778732,14.0,output/F-RAFP/2022-07-07/leg_1/F-RAFP_baro_2022-07-07_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - St. John's International Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-07,2022-07-07 07:15:48.200000+00:00,2022-07-07 08:22:51.200000+00:00,67.05,1h07min,Biarritz-Anglet-Bayonne Airport,Épinal-Mirecourt Airport,LFBZ,LFSG,43.467957,-1.559739,47.811493,6.267906,3.5,output/F-RAFD/2022-07-07/leg_2/F-RAFD_baro_2022-07-07_leg_2.csv,Biarritz-Anglet-Bayonne Airport - Épinal-Mirecourt Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-07,2022-07-07 05:40:21.100000+00:00,2022-07-07 06:39:57.400000+00:00,59.6,60min,Villacoublay-Velizy (BA 107) Air Base,Biarritz-Anglet-Bayonne Airport,LFPV,LFBZ,48.774536,2.210083,43.468964,-1.463673,3.1,output/F-RAFD/2022-07-07/leg_1/F-RAFD_baro_2022-07-07_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Biarritz-Anglet-Bayonne Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-06,2022-07-06 12:04:37.100000+00:00,2022-07-06 12:20:57.900000+00:00,16.33,16min,Orleans   Saint-Denis-de-l'Hôtel Airport,Villacoublay-Velizy (BA 107) Air Base,LFOZ,LFPV,47.988048,1.761968,48.774536,2.210153,0.8,output/F-RAFD/2022-07-06/leg_2/F-RAFD_baro_2022-07-06_leg_2.csv,Orleans   Saint-Denis-de-l'Hôtel Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFD,3b76a4,2022-07-06,2022-07-06 06:21:33+00:00,2022-07-06 06:43:03+00:00,21.5,22min,Villacoublay-Velizy (BA 107) Air Base,Orleans   Saint-Denis-de-l'Hôtel Airport,LFPV,LFOZ,48.774353,2.201914,47.982971,1.741951,1.1,output/F-RAFD/2022-07-06/leg_1/F-RAFD_baro_2022-07-06_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Orleans   Saint-Denis-de-l'Hôtel Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-06,2022-07-06 03:53:18.500000+00:00,2022-07-06 05:50:47.400000+00:00,117.47,1h57min,A/C in cruise,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,36.087845,6.621265,48.774409,2.202976,6.1,output/F-RAFC/2022-07-06/leg_1/F-RAFC_baro_2022-07-06_leg_1.csv,A/C in cruise - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-05,2022-07-05 21:03:14+00:00,2022-07-05 22:18:03.700000+00:00,74.82,1h15min,Bordeaux-Merignac Airport,Villacoublay-Velizy (BA 107) Air Base,LFBD,LFPV,44.536247,-1.120404,48.774399,2.202125,3.2,output/F-RAFQ/2022-07-05/leg_4/F-RAFQ_baro_2022-07-05_leg_4.csv,Bordeaux-Merignac Airport - Villacoublay-Velizy (BA 107) Air Base
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-05,2022-07-05 18:24:58.088000+00:00,2022-07-05 18:48:42.588000+00:00,23.73,24min,Marseille Provence Airport,Marseille Provence Airport,LFML,LFML,43.382591,5.489672,43.38844,5.342155,0.0,output/F-ZBFS/2022-07-05/leg_2/F-ZBFS_baro_2022-07-05_leg_2.csv,Marseille Provence Airport - Marseille Provence Airport
SECURITE CIVILE,F-ZBFS,3b7b6e,2022-07-05,2022-07-05 17:47:40.288000+00:00,2022-07-05 17:48:57.588000+00:00,1.28,1min,Marseille Provence Airport,Marseille Provence Airport,LFML,LFML,43.315321,5.33503,43.290096,5.443819,0.0,output/F-ZBFS/2022-07-05/leg_1/F-ZBFS_baro_2022-07-05_leg_1.csv,Marseille Provence Airport - Marseille Provence Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-05,2022-07-05 17:25:13.700000+00:00,2022-07-05 19:22:05.700000+00:00,116.87,1h57min,Villacoublay-Velizy (BA 107) Air Base,A/C in cruise,LFPV,A/C in cruise,48.774549,2.210203,35.057739,4.439317,6.1,output/F-RAFC/2022-07-05/leg_1/F-RAFC_baro_2022-07-05_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - A/C in cruise
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-05,2022-07-05 17:21:52.500000+00:00,2022-07-05 18:24:39.900000+00:00,62.78,1h03min,Villacoublay-Velizy (BA 107) Air Base,Bordeaux-Merignac Airport,LFPV,LFBD,48.774269,2.197266,44.52681,-1.140616,2.7,output/F-RAFQ/2022-07-05/leg_3/F-RAFQ_baro_2022-07-05_leg_3.csv,Villacoublay-Velizy (BA 107) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-05,2022-07-05 15:14:24+00:00,2022-07-05 15:42:24.200000+00:00,28.0,28min,Évreux-Fauville (BA 105) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFOE,LFPV,49.025528,1.215891,48.774445,2.204872,1.2,output/F-RAFQ/2022-07-05/leg_2/F-RAFQ_baro_2022-07-05_leg_2.csv,Évreux-Fauville (BA 105) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-05,2022-07-05 14:28:05.900000+00:00,2022-07-05 15:05:43.200000+00:00,37.62,38min,Villacoublay-Velizy (BA 107) Air Base,Évreux-Fauville (BA 105) Air Base,LFPV,LFOE,48.774399,2.203111,49.019073,1.207721,1.6,output/F-RAFQ/2022-07-05/leg_1/F-RAFQ_baro_2022-07-05_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Évreux-Fauville (BA 105) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-05,2022-07-05 10:30:43.700000+00:00,2022-07-05 11:59:36.500000+00:00,88.87,1h29min,Solenzara (BA 126) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFKS,LFPV,41.927307,9.405296,48.774445,2.205224,4.6,output/F-RAFB/2022-07-05/leg_3/F-RAFB_baro_2022-07-05_leg_3.csv,Solenzara (BA 126) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RARF,3b76ae,2022-07-05,2022-07-05 09:42:24.200000+00:00,2022-07-05 12:44:09.200000+00:00,181.75,3h02min,Lajes Airport,Évreux-Fauville (BA 105) Air Base,LPLA,LFOE,38.778625,-27.10757,49.013082,1.200112,9.5,output/F-RARF/2022-07-05/leg_1/F-RARF_baro_2022-07-05_leg_1.csv,Lajes Airport - Évreux-Fauville (BA 105) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-05,2022-07-05 08:26:59.500000+00:00,2022-07-05 10:03:15.900000+00:00,96.27,1h36min,Brest Bretagne Airport,Solenzara (BA 126) Air Base,LFRB,LFKS,48.273651,-5.020329,41.945102,9.404872,5.0,output/F-RAFB/2022-07-05/leg_2/F-RAFB_baro_2022-07-05_leg_2.csv,Brest Bretagne Airport - Solenzara (BA 126) Air Base
Escadron de transport 60,F-RAFB,3b76b3,2022-07-05,2022-07-05 07:10:08.700000+00:00,2022-07-05 08:12:57.800000+00:00,62.82,1h03min,Villacoublay-Velizy (BA 107) Air Base,Brest Bretagne Airport,LFPV,LFRB,48.774216,2.195928,48.483644,-4.531282,3.3,output/F-RAFB/2022-07-05/leg_1/F-RAFB_baro_2022-07-05_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Brest Bretagne Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-04,2022-07-04 15:00:36.390000+00:00,2022-07-04 16:21:28.390000+00:00,80.87,1h21min,Vannes-Meucon Airport,Villacoublay-Velizy (BA 107) Air Base,LFRV,LFPV,48.035858,-2.954407,48.774781,2.223503,3.5,output/F-RAFP/2022-07-04/leg_3/F-RAFP_baro_2022-07-04_leg_3.csv,Vannes-Meucon Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-04,2022-07-04 14:00:55.590000+00:00,2022-07-04 14:56:08.790000+00:00,55.22,55min,Tours-Val-de-Loire Airport,Vannes-Meucon Airport,LFOT,LFRV,47.456468,0.73207,48.07869,-2.88501,2.4,output/F-RAFP/2022-07-04/leg_2/F-RAFP_baro_2022-07-04_leg_2.csv,Tours-Val-de-Loire Airport - Vannes-Meucon Airport
Escadron de transport 60,F-RAFP,3b77e5,2022-07-04,2022-07-04 12:07:11.990000+00:00,2022-07-04 13:14:52.190000+00:00,67.67,1h08min,Villacoublay-Velizy (BA 107) Air Base,Tours-Val-de-Loire Airport,LFPV,LFOT,48.774399,2.204801,47.415642,0.720943,2.9,output/F-RAFP/2022-07-04/leg_1/F-RAFP_baro_2022-07-04_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Tours-Val-de-Loire Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-04,2022-07-04 10:56:47.795000+00:00,2022-07-04 15:05:13.795000+00:00,248.43,4h08min,Stavanger Airport Sola,Lajes Airport,ENZV,LPLA,58.885529,5.637543,38.760929,-27.089783,12.9,output/F-RARF/2022-07-04/leg_2/F-RARF_baro_2022-07-04_leg_2.csv,Stavanger Airport Sola - Lajes Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-04,2022-07-04 10:33:51.201000+00:00,2022-07-04 11:24:09.401000+00:00,50.3,50min,Orange-Caritat (BA 115) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFMO,LFPV,44.302689,4.826202,48.774549,2.210854,2.6,output/F-RAFD/2022-07-04/leg_4/F-RAFD_baro_2022-07-04_leg_4.csv,Orange-Caritat (BA 115) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFD,3b76a4,2022-07-04,2022-07-04 09:11:42.101000+00:00,2022-07-04 09:49:34.001000+00:00,37.85,38min,Bordeaux-Merignac Airport,Orange-Caritat (BA 115) Air Base,LFBD,LFMO,44.836807,-0.703714,44.08223,4.677557,2.0,output/F-RAFD/2022-07-04/leg_3/F-RAFD_baro_2022-07-04_leg_3.csv,Bordeaux-Merignac Airport - Orange-Caritat (BA 115) Air Base
Escadron de transport 60,F-RARF,3b76ae,2022-07-04,2022-07-04 08:33:38.195000+00:00,2022-07-04 10:15:55.095000+00:00,102.27,1h42min,Évreux-Fauville (BA 105) Air Base,Stavanger Airport Sola,LFOE,ENZV,49.021088,1.210327,58.873312,5.637904,5.3,output/F-RARF/2022-07-04/leg_1/F-RARF_baro_2022-07-04_leg_1.csv,Évreux-Fauville (BA 105) Air Base - Stavanger Airport Sola
Escadron de transport 60,F-RAFD,3b76a4,2022-07-04,2022-07-04 07:53:37.801000+00:00,2022-07-04 08:42:01.101000+00:00,48.38,48min,Orange-Caritat (BA 115) Air Base,Bordeaux-Merignac Airport,LFMO,LFBD,44.10498,4.768386,44.828827,-0.715049,2.5,output/F-RAFD/2022-07-04/leg_2/F-RAFD_baro_2022-07-04_leg_2.csv,Orange-Caritat (BA 115) Air Base - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-04,2022-07-04 06:28:47.501000+00:00,2022-07-04 07:13:29.201000+00:00,44.68,45min,Villacoublay-Velizy (BA 107) Air Base,Orange-Caritat (BA 115) Air Base,LFPV,LFMO,48.774223,2.194808,44.33961,4.824807,2.3,output/F-RAFD/2022-07-04/leg_1/F-RAFD_baro_2022-07-04_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Orange-Caritat (BA 115) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-02,2022-07-02 10:25:37.799000+00:00,2022-07-02 11:00:21.899000+00:00,34.73,35min,Valenciennes-Denain Airport,Villacoublay-Velizy (BA 107) Air Base,LFAV,LFPV,50.32695,3.405039,48.774399,2.202829,1.5,output/F-RAFQ/2022-07-02/leg_2/F-RAFQ_baro_2022-07-02_leg_2.csv,Valenciennes-Denain Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-02,2022-07-02 06:34:17.999000+00:00,2022-07-02 07:39:20.099000+00:00,65.03,1h05min,Marseille Provence Airport,Valenciennes-Denain Airport,LFML,LFAV,43.617957,5.102757,50.350947,3.359218,2.8,output/F-RAFQ/2022-07-02/leg_1/F-RAFQ_baro_2022-07-02_leg_1.csv,Marseille Provence Airport - Valenciennes-Denain Airport
Escadron de transport 60,F-RAFC,3b76a5,2022-07-02,2022-07-02 06:06:12.933000+00:00,2022-07-02 20:01:37.533000+00:00,835.4,13h55min,Villacoublay-Velizy (BA 107) Air Base,Villacoublay-Velizy (BA 107) Air Base,LFPV,LFPV,48.774549,2.210059,48.774536,2.210083,43.4,output/F-RAFC/2022-07-02/leg_1/F-RAFC_baro_2022-07-02_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFQ,3b77e4,2022-07-01,2022-07-01 16:20:43.458000+00:00,2022-07-01 17:17:18.758000+00:00,56.58,57min,Villacoublay-Velizy (BA 107) Air Base,Marseille Provence Airport,LFPV,LFML,48.774455,2.207023,43.582306,5.120715,2.5,output/F-RAFQ/2022-07-01/leg_1/F-RAFQ_baro_2022-07-01_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Marseille Provence Airport
Escadron de transport 60,F-RAFB,3b76b3,2022-07-01,2022-07-01 16:02:29.705000+00:00,2022-07-01 16:49:03.506000+00:00,46.55,47min,EuroAirport Basel-Mulhouse-Freiburg Airport,Villacoublay-Velizy (BA 107) Air Base,LFSB,LFPV,47.590118,7.530441,48.774536,2.209731,2.4,output/F-RAFB/2022-07-01/leg_1/F-RAFB_baro_2022-07-01_leg_1.csv,EuroAirport Basel-Mulhouse-Freiburg Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-01,2022-07-01 14:26:51.198000+00:00,2022-07-01 15:16:59.898000+00:00,50.13,50min,EuroAirport Basel-Mulhouse-Freiburg Airport,Villacoublay-Velizy (BA 107) Air Base,LFSB,LFPV,47.590632,7.534086,48.774409,2.205144,2.2,output/F-RAFP/2022-07-01/leg_3/F-RAFP_baro_2022-07-01_leg_3.csv,EuroAirport Basel-Mulhouse-Freiburg Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-01,2022-07-01 13:04:10.097000+00:00,2022-07-01 13:27:37.097000+00:00,23.45,23min,Épinal-Mirecourt Airport,EuroAirport Basel-Mulhouse-Freiburg Airport,LFSG,LFSB,47.763565,6.304985,47.607651,7.516846,1.0,output/F-RAFP/2022-07-01/leg_2/F-RAFP_baro_2022-07-01_leg_2.csv,Épinal-Mirecourt Airport - EuroAirport Basel-Mulhouse-Freiburg Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-01,2022-07-01 12:49:38.346000+00:00,2022-07-01 13:57:22.146000+00:00,67.72,1h08min,Bordeaux-Merignac Airport,Villacoublay-Velizy (BA 107) Air Base,LFBD,LFPV,44.836761,-0.703779,48.774549,2.210203,3.5,output/F-RAFD/2022-07-01/leg_4/F-RAFD_baro_2022-07-01_leg_4.csv,Bordeaux-Merignac Airport - Villacoublay-Velizy (BA 107) Air Base
Escadron de transport 60,F-RAFP,3b77e5,2022-07-01,2022-07-01 12:10:04.297000+00:00,2022-07-01 12:51:56.597000+00:00,41.87,42min,Villacoublay-Velizy (BA 107) Air Base,Épinal-Mirecourt Airport,LFPV,LFSG,48.77449,2.2079,47.750306,6.416227,1.8,output/F-RAFP/2022-07-01/leg_1/F-RAFP_baro_2022-07-01_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Épinal-Mirecourt Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-01,2022-07-01 11:29:01.346000+00:00,2022-07-01 12:07:44.445000+00:00,38.72,39min,Orleans   Saint-Denis-de-l'Hôtel Airport,Bordeaux-Merignac Airport,LFOZ,LFBD,47.985718,1.752251,44.829437,-0.714242,2.0,output/F-RAFD/2022-07-01/leg_3/F-RAFD_baro_2022-07-01_leg_3.csv,Orleans   Saint-Denis-de-l'Hôtel Airport - Bordeaux-Merignac Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-01,2022-07-01 09:58:30.445000+00:00,2022-07-01 10:58:51.945000+00:00,60.35,1h00min,Épinal-Mirecourt Airport,Orleans   Saint-Denis-de-l'Hôtel Airport,LFSG,LFOZ,48.548813,5.941561,47.994705,1.788236,3.1,output/F-RAFD/2022-07-01/leg_2/F-RAFD_baro_2022-07-01_leg_2.csv,Épinal-Mirecourt Airport - Orleans   Saint-Denis-de-l'Hôtel Airport
Escadron de transport 60,F-RAFD,3b76a4,2022-07-01,2022-07-01 08:48:26.846000+00:00,2022-07-01 09:22:43.245000+00:00,34.27,34min,Villacoublay-Velizy (BA 107) Air Base,Nancy-Essey Airport,LFPV,LFSN,48.774223,2.193869,48.65328,5.992175,1.8,output/F-RAFD/2022-07-01/leg_1/F-RAFD_baro_2022-07-01_leg_1.csv,Villacoublay-Velizy (BA 107) Air Base - Nancy-Essey Airport
Escadron de transport 60,F-RARF,3b76ae,2022-07-01,2022-07-01 08:41:40.852000+00:00,2022-07-01 09:09:33.652000+00:00,27.87,28min,Paris-Orly Airport,Évreux-Fauville (BA 105) Air Base,LFPO,LFOE,48.730603,2.346954,49.044022,1.239413,1.4,output/F-RARF/2022-07-01/leg_1/F-RARF_baro_2022-07-01_leg_1.csv,Paris-Orly Airport - Évreux-Fauville (BA 105) Air Base
